#    L    TT             EE             TE             PP             TP          
  3986    0.24709E+01    0.71420E-01   -0.12788E+00    0.37218E+05    0.97604E+00
  3987    0.24641E+01    0.71087E-01   -0.12670E+00    0.37203E+05    0.97618E+00
  3988    0.24572E+01    0.70760E-01   -0.12552E+00    0.37188E+05    0.97629E+00
  3989    0.24504E+01    0.70436E-01   -0.12434E+00    0.37173E+05    0.97638E+00
  3990    0.24435E+01    0.70117E-01   -0.12316E+00    0.37158E+05    0.97645E+00
  3991    0.24365E+01    0.69802E-01   -0.12197E+00    0.37143E+05    0.97648E+00
  3992    0.24295E+01    0.69492E-01   -0.12080E+00    0.37128E+05    0.97649E+00
  3993    0.24224E+01    0.69187E-01   -0.11963E+00    0.37114E+05    0.97647E+00
  3994    0.24154E+01    0.68886E-01   -0.11846E+00    0.37099E+05    0.97641E+00
  3995    0.24083E+01    0.68590E-01   -0.11728E+00    0.37084E+05    0.97631E+00
  3996    0.24011E+01    0.68299E-01   -0.11610E+00    0.37069E+05    0.97617E+00
  3997    0.23939E+01    0.68012E-01   -0.11493E+00    0.37054E+05    0.97599E+00
  3998    0.23866E+01    0.67730E-01   -0.11378E+00    0.37039E+05    0.97576E+00
  3999    0.23794E+01    0.67453E-01   -0.11262E+00    0.37024E+05    0.97548E+00
  4000    0.23721E+01    0.67180E-01   -0.11144E+00    0.37009E+05    0.97516E+00
  4001    0.23647E+01    0.66912E-01   -0.11028E+00    0.36994E+05    0.97478E+00
  4002    0.23574E+01    0.66649E-01   -0.10912E+00    0.36980E+05    0.97435E+00
  4003    0.23500E+01    0.66391E-01   -0.10797E+00    0.36965E+05    0.97386E+00
  4004    0.23426E+01    0.66137E-01   -0.10682E+00    0.36950E+05    0.97333E+00
  4005    0.23352E+01    0.65888E-01   -0.10568E+00    0.36935E+05    0.97274E+00
  4006    0.23277E+01    0.65643E-01   -0.10454E+00    0.36920E+05    0.97210E+00
  4007    0.23201E+01    0.65403E-01   -0.10341E+00    0.36905E+05    0.97141E+00
  4008    0.23125E+01    0.65168E-01   -0.10227E+00    0.36891E+05    0.97067E+00
  4009    0.23049E+01    0.64937E-01   -0.10115E+00    0.36876E+05    0.96987E+00
  4010    0.22973E+01    0.64712E-01   -0.10003E+00    0.36861E+05    0.96903E+00
  4011    0.22896E+01    0.64490E-01   -0.98935E-01    0.36846E+05    0.96814E+00
  4012    0.22819E+01    0.64275E-01   -0.97835E-01    0.36832E+05    0.96719E+00
  4013    0.22743E+01    0.64062E-01   -0.96741E-01    0.36817E+05    0.96620E+00
  4014    0.22666E+01    0.63855E-01   -0.95654E-01    0.36802E+05    0.96515E+00
  4015    0.22588E+01    0.63652E-01   -0.94573E-01    0.36787E+05    0.96406E+00
  4016    0.22511E+01    0.63454E-01   -0.93499E-01    0.36773E+05    0.96292E+00
  4017    0.22433E+01    0.63260E-01   -0.92431E-01    0.36758E+05    0.96173E+00
  4018    0.22355E+01    0.63070E-01   -0.91378E-01    0.36743E+05    0.96049E+00
  4019    0.22277E+01    0.62885E-01   -0.90330E-01    0.36728E+05    0.95920E+00
  4020    0.22198E+01    0.62705E-01   -0.89283E-01    0.36714E+05    0.95787E+00
  4021    0.22119E+01    0.62529E-01   -0.88249E-01    0.36699E+05    0.95648E+00
  4022    0.22041E+01    0.62356E-01   -0.87230E-01    0.36684E+05    0.95505E+00
  4023    0.21962E+01    0.62188E-01   -0.86217E-01    0.36670E+05    0.95357E+00
  4024    0.21883E+01    0.62025E-01   -0.85196E-01    0.36655E+05    0.95205E+00
  4025    0.21804E+01    0.61866E-01   -0.84211E-01    0.36641E+05    0.95048E+00
  4026    0.21724E+01    0.61714E-01   -0.83226E-01    0.36626E+05    0.94886E+00
  4027    0.21643E+01    0.61563E-01   -0.82243E-01    0.36611E+05    0.94720E+00
  4028    0.21564E+01    0.61418E-01   -0.81277E-01    0.36597E+05    0.94549E+00
  4029    0.21484E+01    0.61275E-01   -0.80327E-01    0.36582E+05    0.94373E+00
  4030    0.21404E+01    0.61139E-01   -0.79378E-01    0.36567E+05    0.94193E+00
  4031    0.21325E+01    0.61004E-01   -0.78445E-01    0.36553E+05    0.94009E+00
  4032    0.21244E+01    0.60875E-01   -0.77521E-01    0.36538E+05    0.93820E+00
  4033    0.21164E+01    0.60749E-01   -0.76606E-01    0.36524E+05    0.93626E+00
  4034    0.21084E+01    0.60628E-01   -0.75707E-01    0.36509E+05    0.93428E+00
  4035    0.21004E+01    0.60510E-01   -0.74816E-01    0.36495E+05    0.93226E+00
  4036    0.20924E+01    0.60397E-01   -0.73937E-01    0.36480E+05    0.93020E+00
  4037    0.20843E+01    0.60287E-01   -0.73071E-01    0.36466E+05    0.92809E+00
  4038    0.20762E+01    0.60180E-01   -0.72217E-01    0.36451E+05    0.92593E+00
  4039    0.20683E+01    0.60079E-01   -0.71375E-01    0.36437E+05    0.92374E+00
  4040    0.20602E+01    0.59980E-01   -0.70546E-01    0.36422E+05    0.92150E+00
  4041    0.20522E+01    0.59884E-01   -0.69728E-01    0.36408E+05    0.91922E+00
  4042    0.20442E+01    0.59793E-01   -0.68923E-01    0.36393E+05    0.91690E+00
  4043    0.20361E+01    0.59705E-01   -0.68130E-01    0.36379E+05    0.91453E+00
  4044    0.20281E+01    0.59620E-01   -0.67351E-01    0.36364E+05    0.91213E+00
  4045    0.20200E+01    0.59539E-01   -0.66584E-01    0.36350E+05    0.90968E+00
  4046    0.20121E+01    0.59462E-01   -0.65830E-01    0.36335E+05    0.90719E+00
  4047    0.20040E+01    0.59388E-01   -0.65089E-01    0.36321E+05    0.90466E+00
  4048    0.19960E+01    0.59317E-01   -0.64362E-01    0.36306E+05    0.90209E+00
  4049    0.19880E+01    0.59250E-01   -0.63647E-01    0.36292E+05    0.89948E+00
  4050    0.19800E+01    0.59186E-01   -0.62947E-01    0.36278E+05    0.89683E+00
  4051    0.19720E+01    0.59124E-01   -0.62259E-01    0.36263E+05    0.89414E+00
  4052    0.19642E+01    0.59066E-01   -0.61586E-01    0.36249E+05    0.89142E+00
  4053    0.19562E+01    0.59010E-01   -0.60924E-01    0.36234E+05    0.88865E+00
  4054    0.19482E+01    0.58958E-01   -0.60278E-01    0.36220E+05    0.88586E+00
  4055    0.19402E+01    0.58908E-01   -0.59645E-01    0.36206E+05    0.88303E+00
  4056    0.19323E+01    0.58862E-01   -0.59026E-01    0.36191E+05    0.88018E+00
  4057    0.19244E+01    0.58818E-01   -0.58420E-01    0.36177E+05    0.87729E+00
  4058    0.19164E+01    0.58777E-01   -0.57827E-01    0.36163E+05    0.87438E+00
  4059    0.19086E+01    0.58739E-01   -0.57250E-01    0.36148E+05    0.87145E+00
  4060    0.19007E+01    0.58703E-01   -0.56688E-01    0.36134E+05    0.86850E+00
  4061    0.18929E+01    0.58669E-01   -0.56138E-01    0.36120E+05    0.86553E+00
  4062    0.18850E+01    0.58638E-01   -0.55601E-01    0.36105E+05    0.86254E+00
  4063    0.18772E+01    0.58610E-01   -0.55079E-01    0.36091E+05    0.85953E+00
  4064    0.18694E+01    0.58583E-01   -0.54571E-01    0.36077E+05    0.85652E+00
  4065    0.18617E+01    0.58559E-01   -0.54077E-01    0.36063E+05    0.85349E+00
  4066    0.18539E+01    0.58537E-01   -0.53596E-01    0.36048E+05    0.85045E+00
  4067    0.18462E+01    0.58517E-01   -0.53131E-01    0.36034E+05    0.84741E+00
  4068    0.18385E+01    0.58499E-01   -0.52678E-01    0.36020E+05    0.84436E+00
  4069    0.18309E+01    0.58482E-01   -0.52239E-01    0.36006E+05    0.84131E+00
  4070    0.18233E+01    0.58469E-01   -0.51814E-01    0.35991E+05    0.83826E+00
  4071    0.18157E+01    0.58456E-01   -0.51403E-01    0.35977E+05    0.83521E+00
  4072    0.18081E+01    0.58445E-01   -0.51006E-01    0.35963E+05    0.83216E+00
  4073    0.18006E+01    0.58437E-01   -0.50623E-01    0.35949E+05    0.82912E+00
  4074    0.17929E+01    0.58429E-01   -0.50253E-01    0.35935E+05    0.82609E+00
  4075    0.17854E+01    0.58423E-01   -0.49897E-01    0.35921E+05    0.82307E+00
  4076    0.17780E+01    0.58419E-01   -0.49556E-01    0.35906E+05    0.82006E+00
  4077    0.17706E+01    0.58415E-01   -0.49228E-01    0.35892E+05    0.81706E+00
  4078    0.17631E+01    0.58414E-01   -0.48914E-01    0.35878E+05    0.81408E+00
  4079    0.17558E+01    0.58413E-01   -0.48612E-01    0.35864E+05    0.81112E+00
  4080    0.17484E+01    0.58414E-01   -0.48325E-01    0.35850E+05    0.80818E+00
  4081    0.17411E+01    0.58415E-01   -0.48050E-01    0.35836E+05    0.80526E+00
  4082    0.17339E+01    0.58418E-01   -0.47790E-01    0.35822E+05    0.80236E+00
  4083    0.17266E+01    0.58422E-01   -0.47542E-01    0.35807E+05    0.79949E+00
  4084    0.17195E+01    0.58427E-01   -0.47309E-01    0.35793E+05    0.79665E+00
  4085    0.17123E+01    0.58432E-01   -0.47088E-01    0.35779E+05    0.79384E+00
  4086    0.17052E+01    0.58438E-01   -0.46879E-01    0.35765E+05    0.79106E+00
  4087    0.16981E+01    0.58445E-01   -0.46684E-01    0.35751E+05    0.78832E+00
  4088    0.16912E+01    0.58452E-01   -0.46503E-01    0.35737E+05    0.78561E+00
  4089    0.16842E+01    0.58460E-01   -0.46334E-01    0.35723E+05    0.78294E+00
  4090    0.16772E+01    0.58469E-01   -0.46176E-01    0.35709E+05    0.78031E+00
  4091    0.16702E+01    0.58479E-01   -0.46030E-01    0.35695E+05    0.77773E+00
  4092    0.16634E+01    0.58488E-01   -0.45899E-01    0.35681E+05    0.77519E+00
  4093    0.16565E+01    0.58499E-01   -0.45780E-01    0.35667E+05    0.77269E+00
  4094    0.16497E+01    0.58508E-01   -0.45672E-01    0.35653E+05    0.77025E+00
  4095    0.16430E+01    0.58519E-01   -0.45578E-01    0.35639E+05    0.76785E+00
  4096    0.16362E+01    0.58530E-01   -0.45495E-01    0.35625E+05    0.76551E+00
  4097    0.16295E+01    0.58540E-01   -0.45423E-01    0.35611E+05    0.76323E+00
  4098    0.16230E+01    0.58550E-01   -0.45365E-01    0.35597E+05    0.76100E+00
  4099    0.16163E+01    0.58561E-01   -0.45316E-01    0.35583E+05    0.75883E+00
  4100    0.16098E+01    0.58571E-01   -0.45281E-01    0.35569E+05    0.75672E+00
  4101    0.16033E+01    0.58581E-01   -0.45257E-01    0.35555E+05    0.75468E+00
  4102    0.15969E+01    0.58592E-01   -0.45244E-01    0.35541E+05    0.75270E+00
  4103    0.15905E+01    0.58601E-01   -0.45243E-01    0.35527E+05    0.75077E+00
  4104    0.15841E+01    0.58610E-01   -0.45252E-01    0.35513E+05    0.74891E+00
  4105    0.15779E+01    0.58619E-01   -0.45271E-01    0.35499E+05    0.74711E+00
  4106    0.15715E+01    0.58628E-01   -0.45302E-01    0.35485E+05    0.74537E+00
  4107    0.15654E+01    0.58635E-01   -0.45344E-01    0.35472E+05    0.74368E+00
  4108    0.15593E+01    0.58643E-01   -0.45395E-01    0.35458E+05    0.74205E+00
  4109    0.15532E+01    0.58648E-01   -0.45457E-01    0.35444E+05    0.74047E+00
  4110    0.15471E+01    0.58654E-01   -0.45529E-01    0.35430E+05    0.73895E+00
  4111    0.15411E+01    0.58660E-01   -0.45609E-01    0.35416E+05    0.73748E+00
  4112    0.15351E+01    0.58665E-01   -0.45700E-01    0.35402E+05    0.73606E+00
  4113    0.15293E+01    0.58668E-01   -0.45800E-01    0.35388E+05    0.73469E+00
  4114    0.15234E+01    0.58671E-01   -0.45909E-01    0.35375E+05    0.73337E+00
  4115    0.15176E+01    0.58672E-01   -0.46028E-01    0.35361E+05    0.73210E+00
  4116    0.15119E+01    0.58673E-01   -0.46155E-01    0.35347E+05    0.73087E+00
  4117    0.15061E+01    0.58672E-01   -0.46291E-01    0.35333E+05    0.72969E+00
  4118    0.15006E+01    0.58671E-01   -0.46436E-01    0.35319E+05    0.72856E+00
  4119    0.14949E+01    0.58668E-01   -0.46588E-01    0.35306E+05    0.72747E+00
  4120    0.14894E+01    0.58664E-01   -0.46749E-01    0.35292E+05    0.72642E+00
  4121    0.14839E+01    0.58659E-01   -0.46917E-01    0.35278E+05    0.72541E+00
  4122    0.14784E+01    0.58653E-01   -0.47094E-01    0.35264E+05    0.72445E+00
  4123    0.14730E+01    0.58645E-01   -0.47278E-01    0.35250E+05    0.72352E+00
  4124    0.14677E+01    0.58635E-01   -0.47469E-01    0.35237E+05    0.72263E+00
  4125    0.14623E+01    0.58625E-01   -0.47667E-01    0.35223E+05    0.72178E+00
  4126    0.14571E+01    0.58613E-01   -0.47872E-01    0.35209E+05    0.72097E+00
  4127    0.14519E+01    0.58599E-01   -0.48084E-01    0.35196E+05    0.72019E+00
  4128    0.14468E+01    0.58584E-01   -0.48303E-01    0.35182E+05    0.71944E+00
  4129    0.14416E+01    0.58567E-01   -0.48527E-01    0.35168E+05    0.71873E+00
  4130    0.14366E+01    0.58548E-01   -0.48758E-01    0.35154E+05    0.71805E+00
  4131    0.14316E+01    0.58528E-01   -0.48995E-01    0.35141E+05    0.71740E+00
  4132    0.14266E+01    0.58507E-01   -0.49237E-01    0.35127E+05    0.71677E+00
  4133    0.14218E+01    0.58483E-01   -0.49485E-01    0.35113E+05    0.71618E+00
  4134    0.14169E+01    0.58457E-01   -0.49738E-01    0.35100E+05    0.71562E+00
  4135    0.14121E+01    0.58430E-01   -0.49997E-01    0.35086E+05    0.71508E+00
  4136    0.14074E+01    0.58401E-01   -0.50260E-01    0.35072E+05    0.71456E+00
  4137    0.14028E+01    0.58370E-01   -0.50528E-01    0.35059E+05    0.71407E+00
  4138    0.13981E+01    0.58337E-01   -0.50801E-01    0.35045E+05    0.71361E+00
  4139    0.13935E+01    0.58302E-01   -0.51077E-01    0.35031E+05    0.71316E+00
  4140    0.13890E+01    0.58266E-01   -0.51359E-01    0.35018E+05    0.71274E+00
  4141    0.13845E+01    0.58227E-01   -0.51644E-01    0.35004E+05    0.71233E+00
  4142    0.13801E+01    0.58186E-01   -0.51933E-01    0.34991E+05    0.71195E+00
  4143    0.13758E+01    0.58144E-01   -0.52226E-01    0.34977E+05    0.71158E+00
  4144    0.13714E+01    0.58098E-01   -0.52522E-01    0.34964E+05    0.71123E+00
  4145    0.13672E+01    0.58052E-01   -0.52821E-01    0.34950E+05    0.71089E+00
  4146    0.13630E+01    0.58003E-01   -0.53123E-01    0.34936E+05    0.71057E+00
  4147    0.13588E+01    0.57951E-01   -0.53427E-01    0.34923E+05    0.71026E+00
  4148    0.13547E+01    0.57897E-01   -0.53734E-01    0.34909E+05    0.70996E+00
  4149    0.13507E+01    0.57842E-01   -0.54044E-01    0.34896E+05    0.70968E+00
  4150    0.13466E+01    0.57784E-01   -0.54355E-01    0.34882E+05    0.70940E+00
  4151    0.13427E+01    0.57724E-01   -0.54670E-01    0.34869E+05    0.70913E+00
  4152    0.13387E+01    0.57661E-01   -0.54985E-01    0.34855E+05    0.70887E+00
  4153    0.13349E+01    0.57597E-01   -0.55303E-01    0.34842E+05    0.70862E+00
  4154    0.13310E+01    0.57530E-01   -0.55622E-01    0.34828E+05    0.70838E+00
  4155    0.13273E+01    0.57461E-01   -0.55941E-01    0.34815E+05    0.70814E+00
  4156    0.13235E+01    0.57389E-01   -0.56262E-01    0.34801E+05    0.70791E+00
  4157    0.13199E+01    0.57316E-01   -0.56584E-01    0.34788E+05    0.70769E+00
  4158    0.13162E+01    0.57239E-01   -0.56907E-01    0.34774E+05    0.70747E+00
  4159    0.13126E+01    0.57161E-01   -0.57230E-01    0.34761E+05    0.70726E+00
  4160    0.13091E+01    0.57081E-01   -0.57553E-01    0.34747E+05    0.70705E+00
  4161    0.13056E+01    0.56998E-01   -0.57876E-01    0.34734E+05    0.70685E+00
  4162    0.13022E+01    0.56913E-01   -0.58200E-01    0.34720E+05    0.70665E+00
  4163    0.12987E+01    0.56825E-01   -0.58522E-01    0.34707E+05    0.70645E+00
  4164    0.12954E+01    0.56735E-01   -0.58844E-01    0.34694E+05    0.70626E+00
  4165    0.12921E+01    0.56644E-01   -0.59166E-01    0.34680E+05    0.70607E+00
  4166    0.12888E+01    0.56549E-01   -0.59486E-01    0.34667E+05    0.70588E+00
  4167    0.12856E+01    0.56451E-01   -0.59805E-01    0.34653E+05    0.70569E+00
  4168    0.12824E+01    0.56353E-01   -0.60124E-01    0.34640E+05    0.70551E+00
  4169    0.12791E+01    0.56251E-01   -0.60441E-01    0.34627E+05    0.70532E+00
  4170    0.12761E+01    0.56148E-01   -0.60756E-01    0.34613E+05    0.70514E+00
  4171    0.12731E+01    0.56042E-01   -0.61069E-01    0.34600E+05    0.70495E+00
  4172    0.12700E+01    0.55934E-01   -0.61381E-01    0.34587E+05    0.70477E+00
  4173    0.12671E+01    0.55823E-01   -0.61691E-01    0.34573E+05    0.70458E+00
  4174    0.12641E+01    0.55710E-01   -0.61997E-01    0.34560E+05    0.70439E+00
  4175    0.12612E+01    0.55596E-01   -0.62302E-01    0.34547E+05    0.70420E+00
  4176    0.12584E+01    0.55479E-01   -0.62605E-01    0.34533E+05    0.70401E+00
  4177    0.12556E+01    0.55360E-01   -0.62904E-01    0.34520E+05    0.70382E+00
  4178    0.12528E+01    0.55238E-01   -0.63200E-01    0.34507E+05    0.70362E+00
  4179    0.12501E+01    0.55114E-01   -0.63494E-01    0.34493E+05    0.70342E+00
  4180    0.12473E+01    0.54988E-01   -0.63784E-01    0.34480E+05    0.70321E+00
  4181    0.12446E+01    0.54859E-01   -0.64070E-01    0.34467E+05    0.70300E+00
  4182    0.12420E+01    0.54728E-01   -0.64353E-01    0.34454E+05    0.70279E+00
  4183    0.12394E+01    0.54595E-01   -0.64632E-01    0.34440E+05    0.70256E+00
  4184    0.12368E+01    0.54461E-01   -0.64908E-01    0.34427E+05    0.70234E+00
  4185    0.12343E+01    0.54323E-01   -0.65180E-01    0.34414E+05    0.70211E+00
  4186    0.12318E+01    0.54184E-01   -0.65448E-01    0.34401E+05    0.70187E+00
  4187    0.12293E+01    0.54043E-01   -0.65712E-01    0.34387E+05    0.70162E+00
  4188    0.12269E+01    0.53900E-01   -0.65972E-01    0.34374E+05    0.70136E+00
  4189    0.12244E+01    0.53755E-01   -0.66226E-01    0.34361E+05    0.70110E+00
  4190    0.12221E+01    0.53607E-01   -0.66477E-01    0.34348E+05    0.70083E+00
  4191    0.12197E+01    0.53457E-01   -0.66722E-01    0.34335E+05    0.70055E+00
  4192    0.12175E+01    0.53306E-01   -0.66962E-01    0.34321E+05    0.70026E+00
  4193    0.12152E+01    0.53151E-01   -0.67199E-01    0.34308E+05    0.69996E+00
  4194    0.12129E+01    0.52995E-01   -0.67430E-01    0.34295E+05    0.69965E+00
  4195    0.12107E+01    0.52839E-01   -0.67655E-01    0.34282E+05    0.69933E+00
  4196    0.12085E+01    0.52681E-01   -0.67875E-01    0.34269E+05    0.69900E+00
  4197    0.12063E+01    0.52519E-01   -0.68090E-01    0.34256E+05    0.69865E+00
  4198    0.12042E+01    0.52357E-01   -0.68300E-01    0.34242E+05    0.69830E+00
  4199    0.12021E+01    0.52192E-01   -0.68504E-01    0.34229E+05    0.69793E+00
  4200    0.12000E+01    0.52025E-01   -0.68702E-01    0.34216E+05    0.69755E+00
  4201    0.11979E+01    0.51856E-01   -0.68894E-01    0.34203E+05    0.69715E+00
  4202    0.11959E+01    0.51686E-01   -0.69081E-01    0.34190E+05    0.69674E+00
  4203    0.11939E+01    0.51514E-01   -0.69261E-01    0.34177E+05    0.69633E+00
  4204    0.11920E+01    0.51340E-01   -0.69436E-01    0.34164E+05    0.69590E+00
  4205    0.11900E+01    0.51165E-01   -0.69605E-01    0.34151E+05    0.69546E+00
  4206    0.11879E+01    0.50987E-01   -0.69767E-01    0.34138E+05    0.69502E+00
  4207    0.11861E+01    0.50809E-01   -0.69923E-01    0.34125E+05    0.69457E+00
  4208    0.11842E+01    0.50630E-01   -0.70073E-01    0.34112E+05    0.69412E+00
  4209    0.11823E+01    0.50447E-01   -0.70216E-01    0.34098E+05    0.69366E+00
  4210    0.11804E+01    0.50264E-01   -0.70352E-01    0.34085E+05    0.69321E+00
  4211    0.11785E+01    0.50080E-01   -0.70484E-01    0.34072E+05    0.69275E+00
  4212    0.11767E+01    0.49893E-01   -0.70608E-01    0.34059E+05    0.69229E+00
  4213    0.11749E+01    0.49706E-01   -0.70725E-01    0.34046E+05    0.69184E+00
  4214    0.11732E+01    0.49517E-01   -0.70836E-01    0.34033E+05    0.69139E+00
  4215    0.11714E+01    0.49327E-01   -0.70940E-01    0.34020E+05    0.69094E+00
  4216    0.11697E+01    0.49136E-01   -0.71037E-01    0.34007E+05    0.69050E+00
  4217    0.11679E+01    0.48943E-01   -0.71128E-01    0.33994E+05    0.69007E+00
  4218    0.11662E+01    0.48749E-01   -0.71212E-01    0.33981E+05    0.68965E+00
  4219    0.11645E+01    0.48554E-01   -0.71288E-01    0.33968E+05    0.68923E+00
  4220    0.11627E+01    0.48358E-01   -0.71359E-01    0.33955E+05    0.68883E+00
  4221    0.11610E+01    0.48161E-01   -0.71421E-01    0.33943E+05    0.68844E+00
  4222    0.11594E+01    0.47964E-01   -0.71478E-01    0.33930E+05    0.68807E+00
  4223    0.11578E+01    0.47763E-01   -0.71528E-01    0.33917E+05    0.68771E+00
  4224    0.11561E+01    0.47563E-01   -0.71571E-01    0.33904E+05    0.68737E+00
